,Cate,Cols,Id,Len,Name,Time
778,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'program type', 'program', 'site name', 'borough / community', 'agency', 'contact number', 'grade level / age group ', 'location 1', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",mbd7-jfnc,1599.0,dycd after-school programs,1314814825.0
779,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'cohort year', 'cohort category', 'demographic', 'total cohort num', 'total grads num', 'total grads pct of cohort', 'total regents num', 'total regents pct of cohort', 'total regents pct of grads', 'advanced regents num', 'advanced regents pct of cohort', 'advanced regents pct of grads', 'regents w/o advanced num', 'regents w/o advanced pct of cohort', 'regents w/o advanced pct of grads', 'local num', 'local pct of cohort', 'local pct of grads', 'still enrolled num', 'still enrolled pct of cohort', 'dropped out num', 'dropped out pct of cohort']",mbym-vp3s,92.0,2005 - 2011 graduation outcomes - citywide - ethnicity,1361413927.0
780,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'agency name', 'agency acronym', 'agency website', 'first name', 'last name', 'middle initial', 'name suffix', 'office title', 'division name', 'parent division', 'grand parent division', 'great grand parent division', 'address', 'city', 'state', 'zip code', 'phone 1', 'phone 2', 'fax 1', 'fax 2', 'agency primary phone', 'division primary phone', 'section']",mdcw-n682,4909.0,greenbook,1430169991.0
781,Business,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'mtype', 'compname', 'address', 'city', 'state', 'postcode', 'comptel', 'borough', 'latitude', 'longitude', 'community board', 'council district ', 'census tract', 'bin', 'bbl', 'nta', 'location 1']",memx-xuna,236.0,approved registrants map,1318109538.0
782,Transportation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'locationid', 'locationtype', 'typeoftime', 'location', 'location_lat', 'location_long', 'year', 'alluservolume', 'cyclists_all', 'cyc_greenway_only', 'cyc_helmet_greenwy', 'citibike_all', 'non_citibikecyc', 'rllrbld_scootr', 'jogger', 'walker', 'cycmalehel_greenwy', 'cycmale_greenwy', 'cycfemalehell_greenwy', 'cycfemale_greenwy', 'cyclists_male', 'cyclists_female']",mfmf-gtvc,89.0,nycdcp manhattan bike counts - off street,1473713512.0
783,Housing & Development,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year built', 'inundation area', 'destroyed by storm', 'red tags', 'yellow tags']",mgjt-zuui,4.0,damage by sandy by age of building,1360784263.0
784,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",mi8r-ff2q,175.0,2013-2017 borough ela results - all,1506346788.0
785,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'dbn', 'school name', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level1_n', 'level1_%', 'level2_n', 'level2_%', 'level3_n', 'level3_%', 'level4_n', 'level4_%', 'level3+4_n', 'level3+4_%']",mib5-bwqy,55012.0,2013-2017 school ela results - evell,1506355035.0
786,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'site_status', 'site_name', 'site_number', 'street_number', 'street_suffix', 'street_name', 'postcode', 'city', 'voter_entrance', 'handicap_entrance', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta', 'location']",mifw-tguq,1216.0,voting/poll sites,1350584130.0
787,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', '1950', '1960', '1970', '1980', '1990', '2000', '2010', '2020', '2030']",miqs-rvtb,6.0,projected median age by borough 2000-2030,1319564403.0
788,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'type of abuse of authority allegation', 'substantiated number', 'sunstantiated rate', 'exonerated number', 'exonerated rate', 'unsubstantiated number', 'unsubstantiated rate', 'unfounded number', 'unfounded rate', 'officer unidentified number', 'officer unidentified rate', 'miscellaneous', 'miscellaneous rate']",mkxg-y5uc,8.0,disposition of offensive language allegations 2008,1317254057.0
789,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'borough', 'geographic district', 'city council district', 'bldg id', 'bldg name', 'org id', 'org name', 'room category', 'shared? ', '# of rooms']",mmvm-mvi3,11702.0,2015 2016 local law 60 summary,1502292716.0
790,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'rank', '2005 number of officers', '2005 percent of subtotal', '2005 nypd population 2005', '2006 number of officers', '2006 percent of subtotal', '2006 nypd population 2006', '2007 number of officers', '2007 percent of subtotal', '2007 nypd population 2007', '2008 number of officers', '2008 percent of subtotal', '2008 nypd population 2008', '2009 number of officers', '2009 percent of subtotal', '2009 nypd population 2009']",mnqg-rcee,15.0,rank of subject officers against whom allegations were substantiated 2005 - 2009,1317323649.0
791,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'existing site identified', 'district', 'project #', 'school', 'boro', 'forecast capacity', 'design start', 'constr start', 'actual /est.compl', 'total est.cost', 'previousappropriations', ""fundingreq'dfy 15-19"", 'needed tocomplete']",mpg8-b8s5,3.0,class size reduction projects,1513361584.0
792,Transportation,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'job', 'respondent_serial', 'cfmc_case_id', 'uniqueid', 'qday1typical', 'qday1triptravelcode01', 'qday1triptravelcode02', 'qday1triptravelcode03', 'qday1triptravelcode04', 'qday1triptravelcode05', 'qday1triptravelcode06', 'qday1triptravelcode07', 'qday1triptravelcode08', 'qday1triptravelcode09', 'qday1triptravelcode10', 'qday1triptravelcode11', 'qday1triptravelcode12', 'qday1triptravelcode13', 'qday1triptravelcode14', 'qday1triptravelcode15', 'qday1triptravelcode16', 'qday1triptravelcode17', 'qday1triptravelcode18', 'qday1triptravelcode19', 'qday1triptravelcode20', 'qday1triptravelcode21', 'qday1triptravelcode22', 'qday1triptravelcode23', 'qday1triptravelcode24', 'qday1triptravelcode25', 'qday1triptravelcode26', 'qday1trippurpose', 'qday1tripdestination', 'qday1triplength', 'qday1trip1transitto1', 'qday1trip1transitto2', 'qday1trip1transitto3', 'qday1trip1transitto4', 'qday1trip1transitto5', 'qday1trip1transitto6', 'qday1trip1transitto7', 'qday1trip1transitfrom1', 'qday1trip1transitfrom2', 'qday1trip1transitfrom3', 'qday1trip1transitfrom4', 'qday1trip1transitfrom5', 'qday1trip1transitfrom6', 'qday1trip1transitfrom7', 'qday', 'qgender', 'qage', 'qrace', 'qhispanic', 'qeducation', 'qincome', 'qborough1', 'qborough2', 'qborough3', 'qborough4', 'qborough5', 'qcaraccess', 'qcarchange', 'qdisability1', 'qdisability2', 'qdisability3', 'qdisability4', 'qdisability5', 'qdisability6', 'qdisability7', 'qdisability8', 'qsmartphone', 'qsurveyzone', 'qagecode_final1', 'qagecode_final2', 'qagecode_final3', 'qagecode_final4', 'qagecode_final5', 'qagecode_final6', 'qagecode_final7', 'qcitibike', 'filt_number_of_trips', 'qwpsurveyzone01', 'qwpsurveyzone02', 'qwpsurveyzone03', 'qwpsurveyzone04', 'qwpsurveyzone05', 'qwpsurveyzone06', 'qwpsurveyzone07', 'qwpsurveyzone08', 'qwpsurveyzone09', 'qwpsurveyzone10', 'qday1trip1start', 'qday1trip1_outsidenyc_start', 'qday1trip1startcode', 'qday1trip1end', 'qday1trip1_outsidenyc_end', 'day1tripntanamecmb', 'qday1trip1park', 'qday1trip1parkpay', 'qday1trip1parkpay_amount', 'qday1trip1bikestore', 'qday1triptravelcode_sp', 'qmodegrouping', 'qsustainablemode', 'allwt', 'boroughwt', 'racewt', 'eduwt', 'agegenwt']",mpk5-48av,6986.0,citywide mobility survey - trip diary,1518715701.0
793,Social Services,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'facility', 'oct-dec 2012', 'jul-sep 2012', 'quarterly change', 'oct-dec 2011', 'yearly change']",mpqk-skis,2.0,emergency food assistance program (quarterly report),1368810811.0
794,Environment,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'building address', 'borough', 'measurement', '-', '_', '(fy 2009) 7/1/2008', 'aug-08', 'sep-08', 'oct-08', 'nov-08', 'dec-08', 'jan-09', 'feb-09', 'mar-09', 'apr-09', 'may-09', 'jun-09', '(fy 2010)7/1/2009', 'aug-09', 'sep-09', 'oct-09', 'nov-09', 'dec-09', 'jan-10', 'feb-10', 'mar-10', 'apr-10', 'may-10', 'jun-10', '(fy 2011)7/1/2010', 'aug-10', 'sep-10', 'oct-10', 'nov-10', 'dec-10', 'jan-11', 'feb-11', 'mar-11', 'apr-11', 'may-11', 'jun-11', '(fy 2012)7/1/2011', 'aug-11', 'sep-11', 'oct-11', 'nov-11', 'dec-11', 'jan-12', 'feb-12', 'mar-12', 'apr-12', 'may-12', 'jun-12', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",mq6n-s45c,153.0,energy usage from doe buildings,1346955502.0
795,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'date of occurrence', 'incident type', 'street', 'city', 'postcode', 'guide type', 'amount sent', 'borough', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",mqd6-mvf7,192.0,incident based distribution of readyny guides,1399309251.0
796,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'item number', 'product name', 'citystore exclusive', 'unit price', 'color', 'size', 'style', 'category name', 'description']",mqdy-gu73,1799.0,city store - the official store of the city of new york,1431007433.0
797,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'program type', 'program', 'site name', 'borough / community', 'agency', 'contact number', 'grade level / age group ', 'location 1', 'number and street address', 'postcode', 'latitude', 'longitude', 'community board', 'council district', 'census tract', 'bin', 'bbl', 'nta']",mrxb-9w9v,112.0,dycd after-school programs: nda youth employment programs,1314910843.0
798,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'election', 'candid', 'candname', 'officecd', 'officeboro', 'officedist', 'canclass', 'primarypay', 'generalpay', 'runoffpay', 'totalpay']",ms66-xjfq,104.0,2003 campaign payments,1315951678.0
799,Public Safety,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'type of abuse of authority allegation', 'substantiated number', 'substantiated raterate', 'number exonerated', 'exoneration rate', 'unsubstaniated number', 'rate unsubstantiated', 'unfounded number', 'rate unfounded', 'number that were officer unidentified', 'rate (officer unidentified)', 'miscellaneous number', 'miscellaneous rate']",mtfg-8ayp,31.0,ccrb: disposition of abuse of authority allegations 2005 - 2009,1317158033.0
800,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'grade', 'year', 'category', 'number tested', 'mean scale score', 'level 1 #', 'level 1 %', 'level 2 #', 'level 2 %', 'level 3 #', 'level 3 %', 'level 4 #', 'level 4 %', 'level 3+4 #', 'level 3+4 %']",mu2n-2qpd,84.0,2006 - 2011 nys math test results by grade - citywide - by disability status,1317851089.0
801,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'grade level', 'program type', 'number of students', 'number of classes', 'average class size']",mumm-6t9n,35.0,2017 - 2018 november2017 avg class size city k8 - open data portal,1511881799.0
802,City Government,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'year', 'white', 'black', 'latino', 'asain', 'other', 'unknown']",mvhn-ypfv,3.0,race of victims with substantiated allegations,1361828542.0
803,Education,"['sid', 'id', 'position', 'created_at', 'created_meta', 'updated_at', 'updated_meta', 'meta', 'district', 'bldg\nlevel', 'bldg\ni.d.', 'building name', 'bldg\nenroll', 'bldg adjusted capacity\n(historical)', 'bldg over/under\n(historical)', 'bldg utilization\n(historical)', 'bldg capacity\n(target)', 'bldg over/under\n(target)', 'bldg utilization\n(target)', 'org id', 'organization name', 'org\nenroll', 'org adjusted capacity (historical)', 'org over/under\n(historical)', 'org utilization\n(historical)', 'org adjusted capacity\n(target)', 'org over under\n(target)', 'org utilization\n(target)', 'no. of actual cluster rms used', 'no. of historical method cluster rms ', 'no. of target \nmethod \ncluster rms', 'pre k cap', 'no. of \nspecial rms \nused', 'inclusionary']",my4g-bvvs,2044.0,enrollment capacity and utilization reports district 1-32,1366298354.0
