	Cols	Id	Name	Len	Time	Cate
1145	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, id, gis id, roadway name, from, to, direction, date, 12:00-1:00 am, 1:00-2:00am, 2:00-3:00am, 3:00-4:00am, 4:00-5:00am, 5:00-6:00am, 6:00-7:00am, 7:00-8:00am, 8:00-9:00am, 9:00-10:00am, 10:00-11:00am, 11:00-12:00pm, 12:00-1:00pm, 1:00-2:00pm, 2:00-3:00pm, 3:00-4:00pm, 4:00-5:00pm, 5:00-6:00pm, 6:00-7:00pm, 7:00-8:00pm, 8:00-9:00pm, 9:00-10:00pm, 10:00-11:00pm, 11:00-12:00am"	wng2-85mv	traffic volume counts (2011-2012)	3393	1399560821	Transportation
1146	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, category, 2005 number, 2005 percent of total, 2006 number, 2006 percent of total, 2007 number, 2007 percent of total, 2008 number, 2008 percent of total, 2009 number, 2009 percent of total"	wqr5-zmgj	where civilian complaints were reported 2005 - 2009	4	1317328525	Social Services
1147	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, fiscal_year, location, print_order, attribute_reference, attribute_category, need_name, category, sub_category, column l: fy15 weight, column m: fy15 per capita (no ats growth), column n: fy14 actual registers, column o: projected register, column p: projected formula, column q: register change, column r: register dollar change"	wr4r-bue7	fair student funding budget detail 1	56772	1445280629	City Government
1148	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, dbn, grade, year, demographic, number tested, mean scale score, num level 1, pct level 1, num level 2, pct level 2, num level 3, pct level 3, num level 4, pct level 4, num level 3 and 4, pct level 3 and 4"	wrhz-w8mn	2006 - 2012 english language arts (ela) test results- school - all students	33447	1361397984	Education
1149	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, agency, epin, procurement title, procurement description, service name"	ws4c-4g69	hhs accelerator past procurements	594	1417035317	Social Services
1150	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade level, program type, department, subject, number of students, number of classes, average class size"	wstu-wcnw	2017 - 2018 november2017 avg class size borough mshs - open data portal	468	1511881629	Education
1151	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, grade level, program type, class size, number of students, number of classes, % of students within grade"	wtqm-fd2z	2017 - 2018 november2017 pct class size borough k8 - open data portal	1033	1511879817	Education
1152	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, other patrol services bureau commands, 2005, 2006, 2007, 2008, 2009, total"	wudr-qbgm	ccrb: attribution of complaints to other patrol services bureau commands 2005 - 2009	2	1315947949	Public Safety
1153	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, staten island condominium property boro-block-lot, staten island condominium property condo section, staten island condominium property address, borough, postcode, latitude, longitude, community board, council district, census tract, bin, bbl, nta, staten island condominium property neighborhood, staten island condominium property building classification, staten island condominium property total units, staten island condominium property year built, staten island condominium property gross sqft, staten island condominium property est. gross income, staten island condominium property gross income per sqft, staten island condominium property full market value, staten island condominium property market value per sqft,  comparable rental 1 boro-block-lot, comparable rental 1 address, comparable rental 1  neighborhood, comparable rental 1  building classification, comparable rental 1  total units, comparable rental 1  year built, comparable rental 1  gross sqft, comparable rental 1  est. gross income, comparable rental 1  gross income per sqft, comparable rental 1 full market value, comparable rental 1  market value per sqft, comparable rental 1  dist. from coop in miles, comparable rental 2  boro-block-lot, comparable rental 2  address, comparable rental 2  neighborhood, comparable rental 2  building classification, comparable rental 2  total units, comparable rental 2  year built, comparable rental 2  gross sqft, comparable rental 2  est. gross income, comparable rental 2  gross income per sqft, comparable rental 2  full market value, comparable rental 2  market value per sqft, comparable rental 2  dist. from coop in miles"	wv4q-e75v	dof: condominium comparable rental income ¨¹staten island ¨¹ fy 2009/2010	24	1317325580	Housing & Development
1154	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, vote year, council district, category, project number, title, description, address, votes, winner, cost, bp funding, borough code, latitude, longitude, postcode, community board, census tract, bin, bbl, nta"	wwhr-5ven	participatory budgeting projects	1491	1494437904	City Government
1155	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, year, patrol services bureau, other commands, special operation division, other patrol services bureau, special operations division, traffic control division, transit bureau, housing bureau, organized crime control bureau, detective bureau, deputy commissioners and misc. commands, internal affairs bureau, criminal justice bureau, support services bureau, personnel bureau"	wwsa-q2dq	attribution of complaints to different bureaus	3	1361828503	City Government
1156	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, event id, event name, start date/time, end date/time, event agency, event type, event borough, event location, event street side, street closure type, community board, police precinct"	wyca-yviy	opendata - farmers markets	8	1441395319	City Government
1157	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, project name, project received date, interagency project manager, project id number op, project description/type, impacted park id(s), impacted park name(s), address/intersection, borough, multisite project? , sponsoring agency/entity, primary scope of work, sponsoring agency/entity contact name op, sponsoring agency/entity contact email op, impacted parks division(s), park impact type, contract value ($)  op, current phase, scoping initiated/kick-off op, scoping response due date op, design consultant op, consultant contact name op, consultant contact email op, public design commission approval required, preliminary public design commission approval, final public design commission approval, mass mailing #1 received date, mass mailing #2 received date, mass mailing #3 received date, design completion date op, construction manager op, construction manager name op, construction manager email op, construction manager company op, construction kickoff op, expected construction end date op, actual construction end date op, contractor for construction permit firm name, contractor contact name op, contract contact email op, contract contact address op, construction permit request received date, construction permit id, latest site visit, forestry permit status, forestry permit id number, construction permit special conditions, borough approval date, borough approval received from, permit issuance date, permit start date, original permit expiration date, latest permit extension/amendment request date, latest permit extension/amendment issuance date, latest permit expiration date, permit amendment content, exploratory permit id, substantial completion date op, final inspection date, latest inspection site visit, punchlist generated, conditional letter issued, borough approval received from 2, final acceptance of park by borough, final acceptance letter date, created, modified, coordinates"	wye7-nyek	interagency coordination and construction permits data (mosys)	271	1512410403	City Government
1158	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, log #, complaint #, date, address #, street name, borough, postcode, district, work reported, closed, issued violation?, latitude, longitude, community board, council district, census tract, bin, bbl, nta"	wz5f-jajk	landmarks violations	1381	1517413560	Housing & Development
1159	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, schoolname, number, street, unit, city, state, postcode, latitude, longitude, contact, telephone, email, web, languagesoffered, courseprice, examprice, date, time, location 1, borough, community board, council district, census tract, bin, bbl, nta"	wzur-rhz9	tlc driver education 24 hour course providers	26	1476984218	Transportation
1160	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, unique key, created date, closed date, agency, agency name, complaint type, descriptor, location type, incident zip, incident address, street name, cross street 1, cross street 2, intersection street 1, intersection street 2, address type, city, landmark, facility type, status, due date, resolution description, resolution action updated date, community board, borough, x coordinate (state plane), y coordinate (state plane), park facility name, park borough, school name, school number, school region, school code, school phone number, school address, school city, school state, school zip, school not found, school or citywide complaint, vehicle type, taxi company borough, taxi pick up location, bridge highway name, bridge highway direction, road ramp, bridge highway segment, garage lot name, ferry direction, ferry terminal name, latitude, longitude, location"	x273-tgv9	2017 - 311 consumer complaints for dca	17123	1516978263	Social Services
1161	"sid, id, position, created_at, created_meta, updated_at, updated_meta, meta, borough, cohort year, cohort category, demographic, total cohort num, total grads num, total grads pct of cohort, total regents num, total regents pct of cohort, total regents pct of grads, advanced regents num, advanced regents pct of cohort, advanced regents pct of grads, regents w/o advanced num, regents w/o advanced pct of cohort, regents w/o advanced pct of grads, local num, local pct of cohort, local pct of grads, still enrolled num, still enrolled pct of cohort, dropped out num, dropped out pct of cohort"	x2hp-8ukt	2005 - 2011 graduation outcomes - borough - ethnicity	440	1361413857	Education
